 TRIAL	 FASE	  COND	 RESP	 INTERVAL	OBS 
45	60	0	0	1500	dl
46	0	0	0	3000	dl
47	-60	0	0	3000	dl
48	-60	0	0	1500	dl
49	360	0	1	700	dl
50	360	0	1	1500	dl
51	120	0	0	3000	dl
52	420	0	1	1500	dl
53	360	0	1	200	dl
54	120	0	0	200	dl
55	240	0	1	1500	dl
56	60	0	0	3000	dl
57	420	0	1	700	dl
58	240	0	0	200	dl
59	300	0	1	200	dl
60	240	0	0	700	dl
61	300	0	1	3000	dl
62	300	0	1	1500	dl
63	0	0	0	3000	dl
64	240	0	1	1500	dl
65	60	0	0	1500	dl
66	120	0	0	200	dl
67	240	0	1	3000	dl
68	420	0	1	700	dl
69	180	0	1	200	dl
70	180	0	0	700	dl
71	360	0	1	700	dl
0	0	0	0	700	dl
1	60	0	0	1500	dl
2	180	0	1	200	dl
3	60	0	0	3000	dl
4	360	0	1	700	dl
5	240	0	1	1500	dl
6	360	0	1	200	dl
7	240	0	1	200	dl
8	180	0	0	1500	dl
9	360	0	1	1500	dl
10	420	0	1	700	dl
11	120	0	0	3000	dl
12	240	0	1	700	dl
13	-60	0	0	200	dl
14	240	0	1	3000	dl
15	60	0	0	200	dl
16	240	0	1	200	dl
17	60	0	0	200	dl
18	0	0	0	3000	dl
19	-60	0	0	700	dl
20	420	0	1	3000	dl
21	180	0	1	1500	dl
22	60	0	0	1500	dl
23	420	0	1	1500	dl
24	0	0	0	200	dl
25	0	0	0	3000	dl
26	120	0	1	3000	dl
27	0	0	0	700	dl
28	120	0	0	1500	dl
29	420	0	1	3000	dl
30	60	0	0	700	dl
31	300	0	1	700	dl
32	-60	0	0	700	dl
33	120	0	0	200	dl
34	360	0	1	700	dl
35	180	0	1	200	dl
36	360	0	1	3000	dl
37	180	0	1	3000	dl
38	0	0	0	200	dl
39	300	0	1	3000	dl
40	180	0	0	700	dl
41	300	0	1	1500	dl
42	-60	0	0	3000	dl
43	360	0	1	3000	dl
44	300	0	1	3000	dl
45	360	0	1	200	dl
46	420	0	1	200	dl
47	120	0	0	700	dl
48	300	0	1	200	dl
49	240	0	0	1500	dl
50	180	0	1	700	dl
51	0	0	0	1500	dl
52	240	0	1	3000	dl
53	420	0	1	1500	dl
54	240	0	0	700	dl
55	120	0	0	700	dl
56	-60	0	0	3000	dl
57	-60	0	0	1500	dl
58	-60	0	0	1500	dl
59	180	0	0	3000	dl
60	420	0	1	200	dl
61	300	0	1	700	dl
62	120	0	1	200	dl
63	300	0	1	1500	dl
64	60	0	0	3000	dl
65	60	0	0	700	dl
66	120	0	0	1500	dl
67	360	0	1	1500	dl
68	0	0	0	1500	dl
69	420	0	1	700	dl
70	-60	0	0	200	dl
71	300	0	1	200	dl
0	0	0	0	1500	dl
1	240	0	1	700	dl
2	300	0	0	3000	dl
3	300	0	0	700	dl
4	240	0	1	1500	dl
5	180	0	1	200	dl
6	420	0	1	200	dl
7	360	0	1	200	dl
8	120	0	0	700	dl
9	420	0	1	1500	dl
10	0	0	0	700	dl
11	420	0	1	3000	dl
12	300	0	1	200	dl
13	360	0	1	700	dl
14	120	0	0	1500	dl
15	180	0	0	3000	dl
16	60	0	0	1500	dl
17	360	0	1	700	dl
18	120	0	0	200	dl
19	0	0	0	200	dl
20	-60	0	0	200	dl
21	420	0	1	700	dl
22	300	0	1	1500	dl
23	300	0	1	3000	dl
24	180	0	1	1500	dl
25	60	0	0	3000	dl
26	240	0	0	3000	dl
27	-60	0	0	700	dl
28	-60	0	0	1500	dl
29	240	0	1	700	dl
30	360	0	1	1500	dl
31	360	0	1	3000	dl
32	180	0	1	200	dl
33	120	0	0	200	dl
34	0	0	0	3000	dl
35	0	0	0	1500	dl
36	180	0	0	700	dl
37	60	0	0	700	dl
38	420	0	1	3000	dl
39	300	0	1	200	dl
40	240	0	1	3000	dl
41	240	0	0	1500	dl
42	0	0	0	200	dl
43	240	0	0	200	dl
44	240	0	1	200	dl
45	300	0	1	700	dl
46	300	0	1	1500	dl
47	60	0	0	700	dl
48	0	0	0	3000	dl
49	0	0	0	700	dl
50	180	0	0	3000	dl
51	420	0	1	1500	dl
52	360	0	1	3000	dl
53	360	0	1	1500	dl
54	60	0	0	200	dl
55	420	0	1	700	dl
56	-60	0	0	3000	dl
57	60	0	0	3000	dl
58	120	0	0	3000	dl
59	360	0	1	200	dl
60	-60	0	0	200	dl
61	180	0	1	700	dl
62	120	0	0	700	dl
63	420	0	1	200	dl
64	60	0	0	200	dl
65	-60	0	0	3000	dl
66	120	0	0	3000	dl
67	-60	0	0	700	dl
68	-60	0	0	1500	dl
69	120	0	0	1500	dl
70	60	0	0	1500	dl
71	180	0	0	1500	dl
0	60	0	0	700	dl
1	420	0	1	700	dl
2	-60	0	0	200	dl
3	360	0	1	1500	dl
4	300	0	1	1500	dl
5	240	0	1	200	dl
6	-60	0	0	1500	dl
7	300	0	1	1500	dl
8	300	0	1	700	dl
9	-60	0	0	700	dl
10	180	0	0	3000	dl
11	180	0	1	1500	dl
12	240	0	0	1500	dl
13	0	0	0	3000	dl
14	0	0	0	200	dl
15	0	0	0	200	dl
16	180	0	0	700	dl
17	-60	0	0	1500	dl
18	120	0	1	3000	dl
19	60	0	0	1500	dl
20	360	0	1	3000	dl
21	300	0	1	3000	dl
22	420	0	1	1500	dl
23	60	0	0	3000	dl
24	180	0	1	200	dl
25	60	0	0	200	dl
26	60	0	0	3000	dl
27	420	0	1	3000	dl
28	240	0	0	700	dl
29	240	0	1	1500	dl
30	-60	0	0	3000	dl
31	120	0	0	200	dl
32	0	0	0	1500	dl
33	240	0	1	200	dl
34	-60	0	0	700	dl
35	240	0	1	700	dl
36	360	0	1	700	dl
37	180	0	1	700	dl
38	60	0	0	1500	dl
39	0	0	0	3000	dl
40	300	0	1	200	dl
41	-60	0	0	200	dl
42	180	0	0	1500	dl
43	240	0	0	3000	dl
44	180	0	1	200	dl
45	420	0	1	200	dl
46	120	0	0	200	dl
47	420	0	1	700	dl
48	120	0	0	700	dl
49	0	0	0	1500	dl
50	420	0	1	200	dl
51	360	0	1	700	dl
52	120	0	0	3000	dl
53	360	0	1	3000	dl
54	300	0	1	700	dl
55	360	0	1	200	dl
56	300	0	1	3000	dl
57	300	0	1	200	dl
58	60	0	0	700	dl
59	60	0	0	200	dl
60	-60	0	0	3000	dl
61	0	0	0	700	dl
62	120	0	0	700	dl
63	420	0	1	1500	dl
64	360	0	1	1500	dl
65	120	0	0	1500	dl
66	420	0	1	3000	dl
67	240	0	1	3000	dl
68	360	0	1	200	dl
69	0	0	0	700	dl
70	120	0	0	1500	dl
71	180	0	1	3000	dl
0	240	-1	0	700	dl
1	420	-1	1	1500	dl
2	120	1	1	200	dl
3	360	1	1	700	dl
4	240	1	1	3000	dl
5	180	1	1	1500	dl
6	-60	-1	0	3000	dl
7	360	-1	1	3000	dl
8	0	-1	0	3000	dl
9	0	-1	0	700	dl
10	120	1	0	1500	dl
11	240	1	1	200	dl
12	420	-1	1	200	dl
13	180	-1	0	700	dl
14	-60	1	0	1500	dl
15	240	-1	1	200	dl
16	120	-1	0	3000	dl
17	300	-1	1	1500	dl
18	0	1	0	200	dl
19	0	1	0	1500	dl
20	420	1	1	3000	dl
21	300	1	1	700	dl
22	60	1	0	200	dl
23	60	-1	0	200	dl
24	60	-1	0	1500	dl
25	240	-1	1	3000	dl
26	-60	1	0	3000	dl
27	60	-1	0	3000	dl
28	60	-1	0	700	dl
29	120	1	0	700	dl
30	-60	1	0	200	dl
31	120	1	1	3000	dl
32	-60	-1	0	700	dl
33	180	1	1	3000	dl
34	-60	1	0	700	dl
35	240	-1	1	1500	dl
36	0	1	0	3000	dl
37	360	-1	1	1500	dl
38	0	1	0	700	dl
39	300	-1	1	700	dl
40	180	1	1	200	dl
41	60	1	0	1500	dl
42	0	-1	0	200	dl
43	300	1	1	200	dl
44	60	1	0	700	dl
45	0	-1	0	1500	dl
46	-60	-1	0	200	dl
47	420	-1	1	700	dl
48	360	1	1	200	dl
49	420	1	1	200	dl
50	240	1	1	1500	dl
51	240	1	1	700	dl
52	180	-1	1	3000	dl
53	360	1	1	3000	dl
54	300	-1	1	3000	dl
55	420	-1	1	3000	dl
56	120	-1	0	200	dl
57	360	-1	1	700	dl
58	300	1	1	1500	dl
59	120	-1	0	700	dl
60	-60	-1	0	1500	dl
61	360	1	1	1500	dl
62	360	-1	1	200	dl
63	180	1	1	700	dl
64	180	-1	0	1500	dl
65	420	1	1	1500	dl
66	300	-1	1	200	dl
67	60	1	0	3000	dl
68	420	1	1	700	dl
69	120	-1	0	1500	dl
70	180	-1	1	200	dl
71	300	1	1	3000	dl
0	60	-1	0	3000	dl
1	360	1	1	200	dl
2	120	-1	0	3000	dl
3	180	1	0	700	dl
4	360	1	1	3000	dl
5	120	1	0	1500	dl
6	0	-1	0	1500	dl
7	360	1	1	1500	dl
8	300	-1	1	1500	dl
9	180	-1	1	1500	dl
10	180	-1	0	700	dl
11	0	1	0	1500	dl
12	0	-1	0	700	dl
13	300	-1	1	700	dl
14	0	1	0	3000	dl
15	240	-1	1	700	dl
16	240	1	1	1500	dl
17	240	1	1	3000	dl
18	120	1	1	3000	dl
19	180	1	0	1500	dl
20	60	1	0	3000	dl
21	-60	1	0	3000	dl
22	300	1	1	1500	dl
23	360	-1	1	700	dl
24	0	1	0	700	dl
25	180	-1	0	200	dl
26	300	1	1	3000	dl
27	-60	-1	0	200	dl
28	420	1	1	3000	dl
29	-60	1	0	700	dl
30	60	-1	1	200	dl
31	420	1	1	700	dl
32	180	1	1	200	dl
33	60	1	0	1500	dl
34	420	-1	1	1500	dl
35	120	-1	0	700	dl
36	0	-1	0	3000	dl
37	60	1	0	700	dl
38	420	1	1	1500	dl
39	60	1	0	200	dl
40	180	-1	0	3000	dl
41	-60	1	0	200	dl
42	360	-1	1	200	dl
43	-60	-1	0	700	dl
44	120	-1	0	200	dl
45	300	1	1	700	dl
46	180	1	1	3000	dl
47	300	1	1	200	dl
48	0	-1	0	200	dl
49	360	1	1	700	dl
50	420	1	1	200	dl
51	240	-1	1	1500	dl
52	120	-1	0	1500	dl
53	-60	-1	0	3000	dl
54	60	-1	0	700	dl
55	-60	-1	0	1500	dl
56	120	1	0	200	dl
57	360	-1	1	3000	dl
58	360	-1	1	1500	dl
59	420	-1	1	700	dl
60	0	1	0	200	dl
61	240	1	1	200	dl
62	420	-1	1	200	dl
63	240	-1	1	200	dl
64	240	1	0	700	dl
65	420	-1	1	3000	dl
66	300	-1	1	200	dl
67	300	-1	1	3000	dl
68	60	-1	0	1500	dl
69	240	-1	1	3000	dl
70	120	1	0	700	dl
71	-60	1	0	1500	dl
0	120	1	0	200	dl
1	120	1	0	3000	dl
2	360	1	1	1500	dl
3	-60	1	0	3000	dl
4	120	-1	0	700	dl
5	300	-1	1	700	dl
6	180	-1	0	1500	dl
7	300	-1	1	1500	dl
8	-60	-1	0	3000	dl
9	0	1	0	700	dl
10	0	-1	0	1500	dl
11	360	-1	1	3000	dl
12	420	1	1	3000	dl
13	300	1	1	700	dl
14	240	1	1	700	dl
15	60	1	0	3000	dl
16	0	-1	0	700	dl
17	180	-1	1	3000	dl
18	180	-1	1	200	dl
19	60	-1	0	200	dl
20	-60	1	0	700	dl
21	120	1	0	1500	dl
22	-60	1	0	200	dl
23	300	1	1	1500	dl
24	0	1	0	1500	dl
25	180	1	1	1500	dl
26	180	1	1	200	dl
27	360	-1	1	700	dl
28	240	1	1	1500	dl
29	60	1	0	1500	dl
30	420	1	1	200	dl
31	240	-1	1	1500	dl
32	240	1	1	3000	dl
33	420	-1	1	700	dl
34	240	-1	1	700	dl
35	300	1	1	200	dl
36	120	1	1	700	dl
37	-60	1	0	1500	dl
38	-60	-1	0	1500	dl
39	360	1	1	200	dl
40	420	1	1	700	dl
41	60	-1	0	3000	dl
42	420	-1	1	3000	dl
43	60	1	0	700	dl
44	120	-1	0	200	dl
45	0	-1	0	3000	dl
46	0	-1	0	200	dl
47	300	-1	1	3000	dl
48	420	1	1	1500	dl
49	0	1	0	3000	dl
50	300	-1	1	200	dl
51	60	-1	0	700	dl
52	60	1	0	200	dl
53	180	1	1	3000	dl
54	120	-1	1	1500	dl
55	240	-1	1	200	dl
56	240	-1	1	3000	dl
57	180	-1	1	700	dl
58	360	1	1	700	dl
59	-60	-1	0	700	dl
60	240	1	1	200	dl
61	300	1	1	3000	dl
62	-60	-1	0	200	dl
63	360	-1	1	1500	dl
64	120	-1	0	3000	dl
65	360	-1	1	200	dl
66	420	-1	1	1500	dl
67	0	1	0	200	dl
68	360	1	1	3000	dl
69	420	-1	1	200	dl
70	180	1	1	700	dl
71	60	-1	0	1500	dl
0	420	1	1	700	dl
1	420	-1	1	700	dl
2	120	-1	0	200	dl
3	120	-1	0	700	dl
4	300	1	1	700	dl
5	0	1	0	700	dl
6	-60	-1	0	1500	dl
7	240	1	1	700	dl
8	420	-1	1	3000	dl
9	0	-1	0	1500	dl
10	240	1	1	1500	dl
11	-60	1	0	1500	dl
12	60	-1	0	3000	dl
13	300	-1	1	3000	dl
14	360	-1	1	700	dl
15	420	1	1	200	dl
16	-60	1	0	700	dl
17	360	1	1	700	dl
18	300	-1	1	1500	dl
19	300	-1	1	700	dl
20	120	1	0	700	dl
21	0	-1	0	700	dl
22	0	1	0	1500	dl
23	120	1	1	1500	dl
24	60	1	1	700	dl
25	180	-1	0	1500	dl
26	-60	-1	0	3000	dl
27	240	-1	1	1500	dl
28	120	-1	0	3000	dl
29	300	-1	1	200	dl
30	180	1	1	1500	dl
31	-60	1	0	3000	dl
32	60	-1	0	200	dl
33	-60	1	0	200	dl
34	180	1	1	3000	dl
35	180	-1	1	200	dl
36	240	-1	1	3000	dl
37	120	-1	0	1500	dl
38	300	1	1	3000	dl
39	300	1	1	1500	dl
40	360	1	1	3000	dl
41	60	-1	0	1500	dl
42	240	1	1	200	dl
43	240	-1	1	700	dl
44	300	1	1	200	dl
45	240	-1	1	200	dl
46	180	-1	1	700	dl
47	60	-1	0	700	dl
48	180	1	0	200	dl
49	60	1	0	1500	dl
50	420	1	1	1500	dl
51	60	1	0	3000	dl
52	0	-1	0	200	dl
53	180	1	1	700	dl
54	0	-1	0	3000	dl
55	-60	-1	0	700	dl
56	420	1	1	3000	dl
57	360	1	1	200	dl
58	420	-1	1	200	dl
59	60	1	0	200	dl
60	240	1	1	3000	dl
61	0	1	0	200	dl
62	120	1	1	3000	dl
63	0	1	0	3000	dl
64	360	-1	1	1500	dl
65	420	-1	1	1500	dl
66	360	-1	1	200	dl
67	360	1	1	1500	dl
68	120	1	1	200	dl
69	-60	-1	0	200	dl
70	360	-1	1	3000	dl
71	180	-1	1	3000	dl
0	180	1	1	700	dl
1	240	-1	1	700	dl
2	360	-1	1	700	dl
3	0	-1	0	200	dl
4	120	-1	1	3000	dl
5	0	-1	0	1500	dl
6	-60	-1	0	1500	dl
7	-60	1	0	3000	dl
8	360	1	1	1500	dl
9	300	-1	1	1500	dl
10	60	-1	0	3000	dl
11	240	-1	1	1500	dl
12	360	1	1	700	dl
13	180	-1	1	3000	dl
14	0	1	0	200	dl
15	60	1	0	3000	dl
16	120	-1	0	1500	dl
17	-60	-1	0	700	dl
18	300	-1	1	700	dl
19	120	1	0	3000	dl
20	120	1	0	700	dl
21	360	-1	1	1500	dl
22	120	1	1	200	dl
23	420	1	1	3000	dl
24	300	1	1	700	dl
25	0	-1	0	700	dl
26	0	1	0	1500	dl
27	360	-1	1	3000	dl
28	180	1	1	1500	dl
29	360	1	1	200	dl
30	120	-1	0	200	dl
31	180	-1	1	1500	dl
32	-60	-1	0	200	dl
33	420	-1	1	1500	dl
34	240	1	1	1500	dl
35	0	1	0	700	dl
36	60	1	0	200	dl
37	60	1	1	700	dl
38	60	-1	0	200	dl
39	300	1	1	3000	dl
40	180	-1	1	200	dl
41	240	1	1	700	dl
42	300	-1	1	3000	dl
43	420	1	1	1500	dl
44	120	1	1	1500	dl
45	-60	1	0	200	dl
46	0	-1	0	3000	dl
47	360	-1	1	200	dl
48	-60	1	0	1500	dl
49	-60	1	0	700	dl
50	60	-1	0	700	dl
51	300	1	1	200	dl
52	180	1	1	200	dl
53	60	-1	0	1500	dl
54	240	-1	1	3000	dl
55	0	1	0	3000	dl
56	-60	-1	0	3000	dl
57	300	-1	1	200	dl
58	420	-1	1	3000	dl
59	180	-1	1	700	dl
60	420	-1	1	700	dl
61	180	1	1	3000	dl
62	120	-1	0	700	dl
63	240	1	1	200	dl
64	240	-1	1	200	dl
65	420	-1	1	200	dl
66	300	1	1	1500	dl
67	60	1	0	1500	dl
68	420	1	1	700	dl
69	240	1	1	3000	dl
70	420	1	1	200	dl
71	360	1	1	3000	dl
0	360	-1	1	1500	dl
1	180	-1	1	200	dl
2	300	-1	1	700	dl
3	300	-1	1	3000	dl
4	120	-1	1	700	dl
5	420	-1	1	3000	dl
6	420	1	1	200	dl
7	180	-1	0	3000	dl
8	420	-1	1	1500	dl
9	180	1	1	200	dl
10	120	-1	0	200	dl
11	-60	-1	0	3000	dl
12	240	-1	1	3000	dl
13	300	-1	1	200	dl
14	120	1	1	3000	dl
15	120	-1	0	3000	dl
16	360	-1	1	3000	dl
17	0	1	0	1500	dl
18	120	1	1	700	dl
19	240	-1	1	700	dl
20	-60	1	0	700	dl
21	360	1	1	1500	dl
22	0	-1	0	700	dl
23	240	-1	1	1500	dl
24	60	-1	0	3000	dl
25	-60	-1	0	700	dl
26	420	1	1	700	dl
27	60	-1	0	1500	dl
28	360	1	1	3000	dl
29	300	1	1	1500	dl
30	60	1	1	3000	dl
31	60	1	0	700	dl
32	360	-1	1	700	dl
33	180	1	1	700	dl
34	420	-1	1	700	dl
35	420	1	1	3000	dl
36	120	-1	0	1500	dl
37	0	1	0	700	dl
38	300	1	1	200	dl
39	120	1	0	200	dl
40	60	-1	0	700	dl
41	180	-1	0	700	dl
42	360	-1	1	200	dl
43	180	-1	0	1500	dl
44	0	-1	0	1500	dl
45	240	1	1	700	dl
46	360	1	1	200	dl
47	60	1	0	200	dl
48	0	1	0	3000	dl
49	240	1	1	200	dl
50	360	1	1	700	dl
51	-60	-1	0	200	dl
52	300	-1	1	1500	dl
53	240	1	1	1500	dl
54	-60	1	0	200	dl
55	120	1	1	1500	dl
56	420	1	1	1500	dl
57	-60	1	0	1500	dl
58	0	-1	0	200	dl
59	0	-1	0	3000	dl
60	60	1	0	1500	dl
61	-60	-1	0	1500	dl
62	180	1	1	1500	dl
63	60	-1	0	200	dl
64	300	1	1	700	dl
65	-60	1	0	3000	dl
66	240	-1	1	200	dl
67	240	1	1	3000	dl
68	0	1	0	200	dl
69	300	1	1	3000	dl
70	180	1	1	3000	dl
71	420	-1	1	200	dl
0	120	1	1	1500	dl
1	240	-1	1	200	dl
2	-60	1	0	3000	dl
3	240	-1	1	1500	dl
4	420	1	1	3000	dl
5	360	1	1	1500	dl
6	120	-1	0	3000	dl
7	180	-1	1	1500	dl
8	-60	-1	0	700	dl
9	0	1	0	200	dl
10	300	-1	1	700	dl
11	0	1	0	1500	dl
12	240	-1	1	3000	dl
13	60	-1	0	700	dl
14	180	1	1	1500	dl
15	360	1	1	200	dl
16	300	1	1	700	dl
17	240	1	1	200	dl
18	60	1	0	700	dl
19	180	-1	1	200	dl
20	300	1	1	1500	dl
21	240	1	1	700	dl
22	240	1	1	3000	dl
23	420	1	1	200	dl
24	180	1	1	700	dl
25	60	-1	0	3000	dl
26	-60	-1	0	3000	dl
27	420	-1	1	1500	dl
28	60	-1	0	1500	dl
29	360	-1	1	700	dl
30	360	1	1	700	dl
31	300	-1	1	3000	dl
32	-60	1	0	700	dl
33	120	-1	0	700	dl
34	420	1	1	700	dl
35	120	1	0	700	dl
36	420	-1	1	3000	dl
37	300	1	1	200	dl
38	360	1	1	3000	dl
39	60	1	0	200	dl
40	180	-1	1	3000	dl
41	0	-1	0	700	dl
42	360	-1	1	200	dl
43	300	-1	1	200	dl
44	420	1	1	1500	dl
45	420	-1	1	700	dl
46	360	-1	1	3000	dl
47	120	-1	0	200	dl
48	180	1	1	3000	dl
49	-60	1	0	200	dl
50	300	1	1	3000	dl
51	-60	-1	0	200	dl
52	120	1	1	3000	dl
53	0	1	0	3000	dl
54	60	-1	0	200	dl
55	240	1	1	1500	dl
56	240	-1	1	700	dl
57	180	-1	0	700	dl
58	420	-1	1	200	dl
59	60	1	0	3000	dl
60	0	1	0	700	dl
61	180	1	1	200	dl
62	300	-1	0	1500	dl
63	360	-1	1	1500	dl
64	0	-1	0	200	dl
65	0	-1	0	1500	dl
66	-60	-1	0	1500	dl
67	-60	1	0	1500	dl
68	0	-1	0	3000	dl
69	120	-1	1	1500	dl
70	60	1	1	1500	dl
71	120	1	1	200	dl
0	0	-1	0	3000	dl
1	420	1	1	700	dl
2	60	1	0	200	dl
3	360	1	1	1500	dl
4	60	-1	0	3000	dl
5	420	-1	1	700	dl
6	180	-1	1	200	dl
7	120	-1	0	200	dl
8	300	1	1	1500	dl
9	60	-1	0	700	dl
10	120	-1	0	3000	dl
11	-60	1	0	200	dl
12	420	1	1	1500	dl
13	120	1	1	700	dl
14	420	1	1	200	dl
15	180	-1	1	1500	dl
16	360	-1	1	200	dl
17	0	-1	0	200	dl
18	300	1	1	700	dl
19	420	-1	1	200	dl
20	120	-1	0	1500	dl
21	-60	1	0	700	dl
22	360	-1	1	1500	dl
23	240	1	1	3000	dl
24	180	-1	1	3000	dl
25	0	1	0	700	dl
26	180	1	1	200	dl
27	-60	-1	0	200	dl
28	420	1	1	3000	dl
29	180	-1	0	700	dl
30	0	1	0	1500	dl
31	240	-1	1	700	dl
32	-60	-1	0	700	dl
33	300	1	1	200	dl
34	180	1	0	700	dl
35	180	1	1	3000	dl
36	60	-1	0	200	dl
37	240	1	1	700	dl
38	360	-1	1	700	dl
39	240	-1	1	3000	dl
40	120	1	1	1500	dl
41	-60	-1	0	3000	dl
42	240	1	1	1500	dl
43	60	-1	0	1500	dl
44	420	-1	1	1500	dl
45	420	-1	1	3000	dl
46	-60	1	0	1500	dl
47	120	1	0	200	dl
48	-60	1	0	3000	dl
49	240	1	1	200	dl
50	300	-1	1	1500	dl
51	360	1	1	200	dl
52	0	-1	0	1500	dl
53	0	-1	0	700	dl
54	360	1	1	3000	dl
55	300	-1	1	700	dl
56	120	1	0	3000	dl
57	120	-1	0	700	dl
58	240	-1	1	200	dl
59	0	1	0	3000	dl
60	60	1	0	700	dl
61	60	1	0	1500	dl
62	0	1	0	200	dl
63	300	-1	1	3000	dl
64	60	1	0	3000	dl
65	360	1	1	700	dl
66	360	-1	1	3000	dl
67	-60	-1	0	1500	dl
68	240	-1	1	1500	dl
69	180	1	1	1500	dl
70	300	-1	1	200	dl
71	300	1	1	3000	dl
0	60	1	1	3000	dl
1	300	-1	1	3000	dl
2	180	1	1	1500	dl
3	0	-1	0	3000	dl
4	300	1	1	1500	dl
5	-60	-1	0	3000	dl
6	240	1	1	200	dl
7	420	1	1	3000	dl
8	420	-1	1	200	dl
9	240	1	1	1500	dl
10	180	-1	1	1500	dl
11	240	-1	1	200	dl
12	0	-1	0	1500	dl
13	120	-1	0	200	dl
14	-60	-1	0	1500	dl
15	-60	1	0	200	dl
16	180	-1	0	3000	dl
17	180	-1	1	200	dl
18	360	-1	1	3000	dl
19	360	1	1	3000	dl
20	420	1	1	1500	dl
21	300	-1	1	200	dl
22	120	1	1	700	dl
23	240	1	1	3000	dl
24	120	1	1	3000	dl
25	60	1	0	1500	dl
26	240	-1	1	1500	dl
27	300	-1	1	700	dl
28	0	1	0	700	dl
29	420	1	1	700	dl
30	360	-1	1	1500	dl
31	0	1	0	3000	dl
32	0	1	0	1500	dl
33	120	-1	0	700	dl
34	420	1	1	200	dl
35	300	1	1	200	dl
36	360	-1	1	200	dl
37	0	-1	0	700	dl
38	240	1	1	700	dl
39	60	1	0	200	dl
40	360	-1	1	700	dl
41	-60	-1	0	700	dl
42	-60	1	0	1500	dl
43	60	-1	0	700	dl
44	120	1	1	1500	dl
45	300	1	1	3000	dl
46	60	1	1	700	dl
47	360	1	1	1500	dl
48	180	1	1	700	dl
49	360	1	1	700	dl
50	120	-1	0	1500	dl
51	420	-1	1	1500	dl
52	240	-1	1	700	dl
53	420	-1	1	3000	dl
54	180	1	1	3000	dl
55	180	-1	0	700	dl
56	240	-1	1	3000	dl
57	-60	-1	0	200	dl
58	-60	1	0	3000	dl
59	300	-1	1	1500	dl
60	420	-1	1	700	dl
61	120	-1	0	3000	dl
62	0	1	0	200	dl
63	180	1	0	200	dl
64	60	-1	0	1500	dl
65	60	-1	0	200	dl
66	300	1	1	700	dl
67	360	1	1	200	dl
68	0	-1	0	200	dl
69	120	1	0	200	dl
70	60	-1	0	3000	dl
71	-60	1	0	700	dl
0	-60	1	0	700	dl
1	-60	1	0	3000	dl
2	420	-1	1	200	dl
3	360	1	1	1500	dl
4	240	-1	1	3000	dl
5	240	-1	1	1500	dl
6	300	-1	1	200	dl
7	0	1	0	700	dl
8	240	-1	1	200	dl
9	300	1	1	3000	dl
10	120	1	1	700	dl
11	-60	1	0	1500	dl
12	0	1	0	3000	dl
13	300	-1	1	1500	dl
14	180	-1	0	3000	dl
15	180	1	1	200	dl
16	420	-1	1	700	dl
17	-60	-1	0	200	dl
18	420	1	1	200	dl
19	120	1	1	200	dl
20	420	-1	1	3000	dl
21	300	1	1	700	dl
22	300	-1	1	3000	dl
23	360	1	1	200	dl
24	-60	-1	0	1500	dl
25	360	1	1	3000	dl
26	420	-1	1	1500	dl
27	0	-1	0	200	dl
28	120	1	0	3000	dl
29	60	-1	0	3000	dl
30	120	-1	0	1500	dl
31	120	-1	0	3000	dl
32	180	-1	0	700	dl
33	360	-1	1	200	dl
34	0	-1	0	700	dl
35	60	1	0	200	dl
36	120	1	0	1500	dl
37	180	1	1	3000	dl
38	420	1	1	3000	dl
39	-60	-1	0	3000	dl
40	180	-1	0	1500	dl
41	300	1	1	1500	dl
42	360	-1	1	700	dl
43	180	-1	1	200	dl
44	-60	-1	0	700	dl
45	60	1	0	700	dl
46	240	1	1	1500	dl
47	60	-1	0	1500	dl
48	60	-1	0	200	dl
49	180	1	0	1500	dl
50	60	1	0	1500	dl
51	300	-1	1	700	dl
52	360	-1	1	1500	dl
53	120	-1	0	700	dl
54	300	1	1	200	dl
55	0	1	0	200	dl
56	240	1	1	700	dl
57	60	1	0	3000	dl
58	420	1	1	1500	dl
59	420	1	1	700	dl
60	0	-1	0	1500	dl
61	180	1	0	700	dl
62	240	1	1	200	dl
63	0	-1	0	3000	dl
64	60	-1	0	700	dl
65	-60	1	0	200	dl
66	0	1	0	1500	dl
67	240	1	1	3000	dl
68	120	-1	0	200	dl
69	360	1	1	700	dl
70	240	-1	1	700	dl
71	360	-1	1	3000	dl
